z1,z2,rolling_corr,rolling_corr_ma
0.7708333333333334,0.7361111111111112,,
0.71875,0.7760416666666666,-0.9999999999999675,
0.8233695652173914,0.75,-0.6404154355771741,
0.7934782608695652,0.967391304347826,0.15667905985433198,
0.826530612244898,0.8010204081632653,0.1199081478614958,
0.9836956521739131,0.8695652173913043,0.31597755786431253,
0.6597222222222222,0.8506944444444444,0.15689018167417085,
0.8464285714285714,0.7285714285714285,0.06743168265220913,
0.5572916666666666,0.984375,-0.368221731944418,
0.6223958333333334,0.8802083333333334,-0.40202292019623276,
0.9130434782608695,0.907608695652174,-0.3005387183064674,
0.7553191489361702,0.7845744680851063,-0.3346086064513754,
0.8269230769230769,0.7836538461538461,-0.33692730117496966,
0.8566176470588235,0.7536764705882353,-0.4377969880027315,
0.9407894736842105,0.7697368421052632,-0.4815229713833309,
0.6630434782608695,0.5869565217391305,-0.2579017077787882,
0.7857142857142857,0.8469387755102041,-0.22108479877854853,
0.7443181818181818,0.8693181818181818,-0.19152811121217214,
0.9194444444444444,0.8222222222222222,0.2087305876535119,
0.625,1.0336538461538463,-0.0758650076246469,
0.7121212121212122,0.8939393939393939,-0.24268093582228126,-0.21327490083465359
0.7708333333333334,0.7361111111111112,,
0.71875,0.7760416666666666,-0.9999999999999675,
0.8233695652173914,0.75,-0.6404154355771741,
0.7934782608695652,0.967391304347826,0.15667905985433198,
0.826530612244898,0.8010204081632653,0.1199081478614958,
0.9836956521739131,0.8695652173913043,0.31597755786431253,
0.6597222222222222,0.8506944444444444,0.15689018167417085,
0.8464285714285714,0.7285714285714285,0.06743168265220913,
0.5572916666666666,0.984375,-0.368221731944418,
0.6223958333333334,0.8802083333333334,-0.40202292019623276,
0.9130434782608695,0.907608695652174,-0.3005387183064674,
0.7553191489361702,0.7845744680851063,-0.3346086064513754,
0.8269230769230769,0.7836538461538461,-0.33692730117496966,
0.8566176470588235,0.7536764705882353,-0.4377969880027315,
0.9407894736842105,0.7697368421052632,-0.4815229713833309,
0.6630434782608695,0.5869565217391305,-0.2579017077787882,
0.7857142857142857,0.8469387755102041,-0.22108479877854853,
0.7443181818181818,0.8693181818181818,-0.19152811121217214,
0.9194444444444444,0.8222222222222222,0.2087305876535119,
0.625,1.0336538461538463,-0.0758650076246469,
0.7121212121212122,0.8939393939393939,-0.24268093582228126,-0.21327490083465359
0.9598214285714286,0.90625,-0.10566137334125995,-0.16855796950171822
0.7862903225806451,1.0685483870967742,-0.103174761901614,-0.1416959358179402
0.7708333333333334,0.7361111111111112,,
0.71875,0.7760416666666666,-0.9999999999999675,
0.8233695652173914,0.75,-0.6404154355771741,
