timestamps,z_scores_1,z_scores_2,stouffers_z,nvar,svar
2025-07-31 22:31:43.733321,0.125,0.125,0.17677669529663687,0.031249999999999993,3
2025-07-31 22:31:43.834347,1.125,1.625,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:31:43.935391,0.25,1.125,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:44.036430,1.0,1.5,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:31:44.137453,1.25,0.375,1.1490485194281397,1.3203125,72
2025-07-31 22:31:44.238539,0.0,0.5,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:44.339588,1.125,0.5,1.1490485194281397,1.3203125,72
2025-07-31 22:31:44.440649,1.0,1.25,1.590990257669732,2.53125,137
2025-07-31 22:31:44.541645,0.125,0.625,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:31:44.642776,0.5,0.5,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:31:44.748285,0.5,1.875,1.6793786053180502,2.820312499999999,153
2025-07-31 22:31:44.849593,1.0,1.0,1.414213562373095,1.9999999999999996,109
2025-07-31 22:31:44.950653,0.125,0.0,0.08838834764831843,0.007812499999999998,1
2025-07-31 22:31:45.051672,0.875,0.125,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:31:45.152871,2.75,0.0,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:31:45.254656,0.5,1.0,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:45.356160,0.0,1.25,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:31:45.457668,0.25,0.5,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:31:45.559371,1.0,3.0,2.82842712474619,7.999999999999998,324
2025-07-31 22:31:45.660979,0.5,0.875,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:45.762483,0.0,1.0,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:31:45.864167,0.375,1.25,1.1490485194281397,1.3203125,72
2025-07-31 22:31:45.965936,1.875,0.125,1.414213562373095,1.9999999999999996,109
2025-07-31 22:31:46.074652,2.0,0.125,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:46.176469,1.0,1.25,1.590990257669732,2.53125,137
2025-07-31 22:31:46.278226,0.0,1.5,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:46.379807,0.625,0.125,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:31:46.481337,1.125,1.25,1.6793786053180502,2.820312499999999,153
2025-07-31 22:31:46.582910,0.125,0.5,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:31:46.684715,0.75,0.125,0.6187184335382291,0.3828125,22
2025-07-31 22:31:46.786367,0.75,0.75,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:46.888047,0.0,0.5,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:46.989674,0.625,1.0,1.1490485194281397,1.3203125,72
2025-07-31 22:31:47.091325,0.125,0.125,0.17677669529663687,0.031249999999999993,3
2025-07-31 22:31:47.198690,0.125,0.75,0.6187184335382291,0.3828125,22
2025-07-31 22:31:47.300257,0.0,1.25,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:31:47.401867,0.0,0.125,0.08838834764831843,0.007812499999999998,1
2025-07-31 22:31:47.503577,1.0,0.0,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:31:47.605347,1.375,0.25,1.1490485194281397,1.3203125,72
2025-07-31 22:31:47.707206,0.125,0.375,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:47.808951,1.75,0.375,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:47.910561,0.5,0.0,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:48.012185,0.375,0.75,0.795495128834866,0.6328125,35
2025-07-31 22:31:48.113985,0.375,1.375,1.2374368670764582,1.53125,83
2025-07-31 22:31:48.215746,0.25,0.75,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:31:48.323193,0.5,0.625,0.795495128834866,0.6328125,35
2025-07-31 22:31:48.425033,1.25,1.375,1.8561553006146871,3.4453124999999996,186
2025-07-31 22:31:48.526863,0.375,1.125,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:48.628378,0.5,0.875,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:48.730017,2.375,0.375,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:31:48.831531,0.75,0.5,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:31:48.933102,1.75,1.375,2.2097086912079607,4.882812499999998,264
2025-07-31 22:31:49.034624,1.25,1.0,1.590990257669732,2.53125,137
2025-07-31 22:31:49.136444,1.875,0.25,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:49.238652,0.625,1.0,1.1490485194281397,1.3203125,72
2025-07-31 22:31:49.340297,0.5,0.125,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:31:49.441885,1.5,0.875,1.6793786053180502,2.820312499999999,153
2025-07-31 22:31:49.549630,1.25,0.375,1.1490485194281397,1.3203125,72
2025-07-31 22:31:49.651772,0.375,0.0,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:31:49.753668,0.375,0.25,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:31:52.489443,1.0,2.25,2.2980970388562794,5.28125,285
2025-07-31 22:31:52.590632,0.625,0.875,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:52.691653,0.25,0.5,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:31:52.792692,0.5,0.875,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:52.893871,0.0,0.25,0.17677669529663687,0.031249999999999993,3
2025-07-31 22:31:52.994968,0.125,2.0,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:53.096209,1.25,1.125,1.6793786053180502,2.820312499999999,153
2025-07-31 22:31:53.197460,0.125,0.25,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:31:53.298497,0.375,0.25,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:31:53.403047,0.375,0.5,0.6187184335382291,0.3828125,22
2025-07-31 22:31:53.504382,1.25,0.625,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:53.605518,1.125,1.375,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:31:53.706883,0.125,0.625,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:31:53.807985,1.875,0.875,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:31:53.909216,0.625,1.25,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:54.010260,2.0,0.875,2.032931995911324,4.1328125,223
2025-07-31 22:31:54.111302,0.375,0.75,0.795495128834866,0.6328125,35
2025-07-31 22:31:54.212539,0.625,0.25,0.6187184335382291,0.3828125,22
2025-07-31 22:31:54.313813,0.625,0.875,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:54.414912,0.625,0.625,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:31:54.516002,1.625,0.25,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:54.617213,0.875,0.5,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:54.718360,0.25,0.0,0.17677669529663687,0.031249999999999993,3
2025-07-31 22:31:54.819493,1.25,0.5,1.2374368670764582,1.53125,83
2025-07-31 22:31:54.920574,1.75,1.5,2.2980970388562794,5.28125,285
2025-07-31 22:31:55.025508,0.25,0.375,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:31:55.126573,0.0,1.375,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:55.227765,0.0,1.125,0.795495128834866,0.6328125,35
2025-07-31 22:31:55.328949,0.375,1.5,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:55.430029,0.625,0.5,0.795495128834866,0.6328125,35
2025-07-31 22:31:55.531396,0.625,0.875,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:31:55.632473,1.0,0.375,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:55.733536,1.0,1.375,1.6793786053180502,2.820312499999999,153
2025-07-31 22:31:55.834924,1.0,0.875,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:55.936110,1.0,0.875,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:56.037213,0.75,2.125,2.032931995911324,4.1328125,223
2025-07-31 22:31:56.138479,0.25,0.25,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:56.239753,0.625,0.625,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:31:56.340869,0.375,0.0,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:31:56.442367,1.0,1.125,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:56.547463,1.25,1.25,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:31:56.648678,1.125,1.0,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:31:56.749958,1.625,0.875,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:31:56.851129,1.0,1.0,1.414213562373095,1.9999999999999996,109
2025-07-31 22:31:56.952245,0.25,0.625,0.6187184335382291,0.3828125,22
2025-07-31 22:31:57.053687,0.875,0.875,1.2374368670764582,1.53125,83
2025-07-31 22:31:57.154973,1.0,0.375,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:31:57.256105,0.125,0.125,0.17677669529663687,0.031249999999999993,3
2025-07-31 22:31:57.357398,1.375,0.625,1.414213562373095,1.9999999999999996,109
2025-07-31 22:31:57.458582,1.25,1.25,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:31:57.559929,0.25,0.125,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:31:57.661022,1.625,1.125,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:31:57.762091,1.375,2.375,2.651650429449553,7.031249999999998,324
2025-07-31 22:31:57.863194,0.0,0.375,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:31:57.967590,2.625,0.875,2.4748737341529163,6.125,324
2025-07-31 22:31:58.069460,1.0,0.875,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:58.170578,0.75,1.125,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:31:58.271883,0.5,0.0,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:31:58.373042,0.375,2.75,2.2097086912079607,4.882812499999998,264
2025-07-31 22:31:58.474215,0.25,2.0,1.590990257669732,2.53125,137
2025-07-31 22:32:01.206538,0.625,1.5,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:32:01.307648,0.375,1.625,1.414213562373095,1.9999999999999996,109
2025-07-31 22:32:01.408927,0.25,0.875,0.795495128834866,0.6328125,35
2025-07-31 22:32:01.514596,0.625,0.5,0.795495128834866,0.6328125,35
2025-07-31 22:32:01.615939,1.25,1.75,2.1213203435596424,4.499999999999999,243
2025-07-31 22:32:01.717287,1.375,1.125,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:32:01.818383,0.125,0.75,0.6187184335382291,0.3828125,22
2025-07-31 22:32:01.919452,1.875,0.625,1.7677669529663687,3.1249999999999996,169
2025-07-31 22:32:02.020599,0.75,0.625,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:32:02.121726,1.0,1.75,1.9445436482630056,3.7812499999999996,205
2025-07-31 22:32:02.222978,0.375,0.5,0.6187184335382291,0.3828125,22
2025-07-31 22:32:02.324116,0.375,0.0,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:32:02.425232,1.375,1.25,1.8561553006146871,3.4453124999999996,186
2025-07-31 22:32:02.526381,1.625,0.625,1.590990257669732,2.53125,137
2025-07-31 22:32:02.627459,0.875,1.5,1.6793786053180502,2.820312499999999,153
2025-07-31 22:32:02.728551,0.625,0.75,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:32:02.829636,0.25,1.25,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:32:02.930766,0.25,1.625,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:32:03.035784,0.875,2.0,2.032931995911324,4.1328125,223
2025-07-31 22:32:03.137378,1.75,0.625,1.6793786053180502,2.820312499999999,153
2025-07-31 22:32:03.238718,0.25,1.125,0.9722718241315028,0.9453124999999999,52
2025-07-31 22:32:03.339794,0.5,0.25,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:32:03.441031,0.125,0.0,0.08838834764831843,0.007812499999999998,1
2025-07-31 22:32:03.542269,0.5,1.375,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:32:03.643397,0.125,0.875,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:32:03.744494,0.625,0.875,1.0606601717798212,1.1249999999999998,62
2025-07-31 22:32:03.845736,1.125,0.5,1.1490485194281397,1.3203125,72
2025-07-31 22:32:03.946827,0.75,0.875,1.1490485194281397,1.3203125,72
2025-07-31 22:32:04.048018,1.625,0.5,1.5026019100214134,2.2578124999999996,123
2025-07-31 22:32:04.149193,0.625,0.375,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:32:04.250281,1.625,0.375,1.414213562373095,1.9999999999999996,109
2025-07-31 22:32:04.351375,0.875,0.75,1.1490485194281397,1.3203125,72
2025-07-31 22:32:04.452619,0.5,0.75,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:32:04.557757,0.625,0.125,0.5303300858899106,0.28124999999999994,16
2025-07-31 22:32:04.659477,0.125,0.375,0.35355339059327373,0.12499999999999997,8
2025-07-31 22:32:04.760750,0.75,0.5,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:32:04.861814,0.625,0.5,0.795495128834866,0.6328125,35
2025-07-31 22:32:04.962921,0.5,0.125,0.44194173824159216,0.19531249999999997,12
2025-07-31 22:32:05.064656,2.625,0.625,2.2980970388562794,5.28125,285
2025-07-31 22:32:05.166358,0.0,1.875,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:32:05.268025,1.0,0.875,1.3258252147247764,1.7578124999999996,96
2025-07-31 22:32:05.369608,0.375,0.875,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:32:05.471230,1.75,0.0,1.2374368670764582,1.53125,83
2025-07-31 22:32:05.572978,0.375,0.875,0.8838834764831843,0.7812499999999999,43
2025-07-31 22:32:05.674578,1.5,0.25,1.2374368670764582,1.53125,83
2025-07-31 22:32:05.776226,2.125,0.125,1.590990257669732,2.53125,137
2025-07-31 22:32:05.877848,1.875,1.0,2.032931995911324,4.1328125,223
2025-07-31 22:32:05.984527,0.25,0.75,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:32:06.087105,0.625,0.375,0.7071067811865475,0.4999999999999999,28
2025-07-31 22:32:06.188799,1.625,0.75,1.6793786053180502,2.820312499999999,153
2025-07-31 22:32:06.290415,0.25,0.125,0.2651650429449553,0.07031249999999999,5
2025-07-31 22:32:06.392014,1.375,0.375,1.2374368670764582,1.53125,83
