timestamps,z_scores_1,z_scores_2,stouffers_z,nvar,svar
2025-08-01 21:55:10.609370,0.125,1.75,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:10.710963,1.0,0.125,0.795495128834866,0.6328125,35
2025-08-01 21:55:10.821641,0.25,0.125,0.2651650429449553,0.07031249999999999,5
2025-08-01 21:55:10.923940,0.75,0.75,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:11.025955,0.875,2.75,2.5632620818012346,6.570312499999999,324
2025-08-01 21:55:11.127793,0.0,0.0,0.0,0.0,1
2025-08-01 21:55:11.229341,0.375,0.375,0.5303300858899106,0.28124999999999994,16
2025-08-01 21:55:11.331059,0.0,0.375,0.2651650429449553,0.07031249999999999,5
2025-08-01 21:55:11.432730,1.0,0.25,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:11.534698,0.5,0.375,0.6187184335382291,0.3828125,22
2025-08-01 21:55:11.636649,1.875,0.375,1.590990257669732,2.53125,137
2025-08-01 21:55:11.746150,0.125,0.5,0.44194173824159216,0.19531249999999997,12
2025-08-01 21:55:11.848330,0.25,0.375,0.44194173824159216,0.19531249999999997,12
2025-08-01 21:55:11.949923,0.5,1.75,1.590990257669732,2.53125,137
2025-08-01 21:55:12.051958,1.125,0.125,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:12.153407,0.625,0.25,0.6187184335382291,0.3828125,22
2025-08-01 21:55:12.255265,0.625,0.5,0.795495128834866,0.6328125,35
2025-08-01 21:55:12.357131,1.125,1.0,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:12.458665,0.625,1.125,1.2374368670764582,1.53125,83
2025-08-01 21:55:12.560274,0.375,0.125,0.35355339059327373,0.12499999999999997,8
2025-08-01 21:55:12.661729,0.375,1.875,1.590990257669732,2.53125,137
2025-08-01 21:55:12.763678,2.0,1.125,2.2097086912079607,4.882812499999998,264
2025-08-01 21:55:12.872816,1.25,0.625,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:12.975054,0.375,0.5,0.6187184335382291,0.3828125,22
2025-08-01 21:55:13.077394,0.25,0.375,0.44194173824159216,0.19531249999999997,12
2025-08-01 21:55:13.180551,2.375,1.0,2.3864853865045976,5.695312499999999,308
2025-08-01 21:55:13.281754,0.125,1.125,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:13.383133,0.375,1.25,1.1490485194281397,1.3203125,72
2025-08-01 21:55:13.484695,1.625,1.875,2.4748737341529163,6.125,324
2025-08-01 21:55:13.586415,0.375,0.375,0.5303300858899106,0.28124999999999994,16
2025-08-01 21:55:13.688030,0.625,0.625,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:13.789327,0.75,2.625,2.3864853865045976,5.695312499999999,308
2025-08-01 21:55:13.894040,0.875,1.25,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:13.995136,0.5,1.25,1.2374368670764582,1.53125,83
2025-08-01 21:55:14.096386,2.0,0.625,1.8561553006146871,3.4453124999999996,186
2025-08-01 21:55:14.197412,1.375,0.625,1.414213562373095,1.9999999999999996,109
2025-08-01 21:55:14.298433,1.375,0.25,1.1490485194281397,1.3203125,72
2025-08-01 21:55:14.399608,0.25,1.375,1.1490485194281397,1.3203125,72
2025-08-01 21:55:14.500637,0.875,0.625,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:14.601632,0.125,0.125,0.17677669529663687,0.031249999999999993,3
2025-08-01 21:55:14.702633,0.5,1.75,1.590990257669732,2.53125,137
2025-08-01 21:55:14.803797,0.25,2.25,1.7677669529663687,3.1249999999999996,169
2025-08-01 21:55:14.905020,0.25,0.75,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:15.006179,0.125,1.125,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:15.107402,1.625,0.375,1.414213562373095,1.9999999999999996,109
2025-08-01 21:55:15.208464,0.25,0.125,0.2651650429449553,0.07031249999999999,5
2025-08-01 21:55:15.309511,0.75,1.0,1.2374368670764582,1.53125,83
2025-08-01 21:55:15.416284,1.0,0.5,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:15.517458,0.75,1.375,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:15.618517,0.125,1.625,1.2374368670764582,1.53125,83
2025-08-01 21:55:15.719677,1.5,1.0,1.7677669529663687,3.1249999999999996,169
2025-08-01 21:55:15.820849,0.625,1.125,1.2374368670764582,1.53125,83
2025-08-01 21:55:15.921989,0.75,0.125,0.6187184335382291,0.3828125,22
2025-08-01 21:55:16.022996,2.25,0.75,2.1213203435596424,4.499999999999999,243
2025-08-01 21:55:16.124203,1.25,1.25,1.7677669529663687,3.1249999999999996,169
2025-08-01 21:55:16.225203,0.875,0.125,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:16.326342,0.875,0.625,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:16.427578,0.25,1.0,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:16.528946,0.25,1.375,1.1490485194281397,1.3203125,72
2025-08-01 21:55:16.629958,0.5,0.125,0.44194173824159216,0.19531249999999997,12
2025-08-01 21:55:20.130709,0.875,0.25,0.795495128834866,0.6328125,35
2025-08-01 21:55:20.231712,0.125,0.125,0.17677669529663687,0.031249999999999993,3
2025-08-01 21:55:20.332887,0.625,0.875,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:20.438441,1.25,1.0,1.590990257669732,2.53125,137
2025-08-01 21:55:20.539983,0.5,0.0,0.35355339059327373,0.12499999999999997,8
2025-08-01 21:55:20.641196,1.875,0.25,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:20.742286,1.75,0.5,1.590990257669732,2.53125,137
2025-08-01 21:55:20.843301,0.125,0.25,0.2651650429449553,0.07031249999999999,5
2025-08-01 21:55:20.944525,1.25,0.625,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:21.045575,0.375,0.625,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:21.146592,0.5,1.125,1.1490485194281397,1.3203125,72
2025-08-01 21:55:21.247772,0.25,0.75,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:21.348822,2.0,0.125,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:21.449940,1.375,0.125,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:21.551131,0.0,1.375,0.9722718241315028,0.9453124999999999,52
2025-08-01 21:55:21.652307,0.875,1.0,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:21.753349,0.375,0.0,0.2651650429449553,0.07031249999999999,5
2025-08-01 21:55:21.854566,0.5,0.625,0.795495128834866,0.6328125,35
2025-08-01 21:55:21.959478,0.5,0.625,0.795495128834866,0.6328125,35
2025-08-01 21:55:22.060980,0.625,0.375,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:22.162233,0.25,1.375,1.1490485194281397,1.3203125,72
2025-08-01 21:55:22.263396,1.25,1.125,1.6793786053180502,2.820312499999999,153
2025-08-01 21:55:22.364528,0.25,0.875,0.795495128834866,0.6328125,35
2025-08-01 21:55:22.465583,0.875,0.25,0.795495128834866,0.6328125,35
2025-08-01 21:55:22.566762,1.625,0.25,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:22.667903,0.625,0.75,0.9722718241315028,0.9453124999999999,52
2025-08-01 21:55:22.768935,2.0,1.25,2.2980970388562794,5.28125,285
2025-08-01 21:55:22.869963,2.375,0.25,1.8561553006146871,3.4453124999999996,186
2025-08-01 21:55:22.970991,0.0,0.125,0.08838834764831843,0.007812499999999998,1
2025-08-01 21:55:23.072226,0.125,0.375,0.35355339059327373,0.12499999999999997,8
2025-08-01 21:55:23.173442,0.5,1.0,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:23.275078,0.75,0.75,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:23.376935,0.25,1.125,0.9722718241315028,0.9453124999999999,52
2025-08-01 21:55:23.486591,0.625,0.625,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:23.590779,1.875,0.5,1.6793786053180502,2.820312499999999,153
2025-08-01 21:55:23.693020,1.25,0.75,1.414213562373095,1.9999999999999996,109
2025-08-01 21:55:23.794311,0.625,0.75,0.9722718241315028,0.9453124999999999,52
2025-08-01 21:55:23.895979,0.625,2.125,1.9445436482630056,3.7812499999999996,205
2025-08-01 21:55:23.997584,1.5,1.0,1.7677669529663687,3.1249999999999996,169
2025-08-01 21:55:24.099007,1.0,0.5,1.0606601717798212,1.1249999999999998,62
2025-08-01 21:55:24.200131,0.875,2.625,2.4748737341529163,6.125,324
2025-08-01 21:55:24.301397,0.375,1.75,1.5026019100214134,2.2578124999999996,123
2025-08-01 21:55:24.402485,0.375,0.125,0.35355339059327373,0.12499999999999997,8
2025-08-01 21:55:24.503553,1.25,0.625,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:24.609620,1.5,0.875,1.6793786053180502,2.820312499999999,153
2025-08-01 21:55:24.710694,0.125,0.0,0.08838834764831843,0.007812499999999998,1
2025-08-01 21:55:24.811808,0.75,2.375,2.2097086912079607,4.882812499999998,264
2025-08-01 21:55:24.913276,0.75,1.25,1.414213562373095,1.9999999999999996,109
2025-08-01 21:55:25.014563,1.0,0.875,1.3258252147247764,1.7578124999999996,96
2025-08-01 21:55:25.115799,0.625,0.375,0.7071067811865475,0.4999999999999999,28
2025-08-01 21:55:25.216969,0.375,2.0,1.6793786053180502,2.820312499999999,153
2025-08-01 21:55:25.318117,1.25,0.375,1.1490485194281397,1.3203125,72
2025-08-01 21:55:25.419198,0.0,0.25,0.17677669529663687,0.031249999999999993,3
2025-08-01 21:55:25.520367,0.75,0.375,0.795495128834866,0.6328125,35
2025-08-01 21:55:25.621438,2.0,1.25,2.2980970388562794,5.28125,285
2025-08-01 21:55:25.722526,1.75,1.0,1.9445436482630056,3.7812499999999996,205
2025-08-01 21:55:25.823706,2.125,2.125,3.005203820042827,9.031249999999998,324
2025-08-01 21:55:25.929474,0.25,0.25,0.35355339059327373,0.12499999999999997,8
2025-08-01 21:55:26.030564,0.375,0.875,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:28.779388,0.875,0.25,0.795495128834866,0.6328125,35
2025-08-01 21:55:28.880508,0.625,0.625,0.8838834764831843,0.7812499999999999,43
2025-08-01 21:55:28.981675,0.25,0.125,0.2651650429449553,0.07031249999999999,5
