z1,z2,rolling_corr,rolling_corr_ma
0.625,0.84375,,
0.8525,0.85,1.0000000000001021,
0.953125,0.8489583333333334,0.8959925459560313,
0.9553571428571429,0.7410714285714286,-0.4262076165952533,
0.9791666666666666,0.7541666666666667,-0.5466631217585364,
0.7125,0.5875,0.15645595848092644,
0.8323170731707317,0.7621951219512195,0.15762181177337062,
0.6467391304347826,0.9728260869565217,-0.20702895369607913,
0.7831632653061225,0.6607142857142857,-0.15421524655262364,
0.8854166666666666,0.75,-0.16649207563275084,
0.9024390243902439,0.7713414634146342,-0.058479129983616075,
0.75,0.6333333333333333,0.046472589178945846,
0.65,0.55,0.17323722962184368,
0.8422619047619048,0.8154761904761905,0.18924306880330563,
0.65625,0.9375,-0.05017263589818686,
0.7704081632653061,0.8673469387755102,-0.13604049152105546,
1.0511363636363635,0.8238636363636364,-0.012580730819458541,
0.809375,0.759375,0.2396914120144417,
0.9128787878787878,0.7424242424242424,0.20066073987241695,
0.6586538461538461,0.9567307692307693,-0.008062969255750766,
0.8944444444444445,0.8527777777777777,0.04437220007354829,0.06689022920308108
0.8035714285714286,0.7232142857142857,-0.015140815935610917,0.016133188406295428
0.625,0.84375,,
0.8525,0.85,1.0000000000001021,
0.953125,0.8489583333333334,0.8959925459560313,
0.9553571428571429,0.7410714285714286,-0.4262076165952533,
0.9791666666666666,0.7541666666666667,-0.5466631217585364,
0.7125,0.5875,0.15645595848092644,
0.8323170731707317,0.7621951219512195,0.15762181177337062,
0.6467391304347826,0.9728260869565217,-0.20702895369607913,
0.7831632653061225,0.6607142857142857,-0.15421524655262364,
0.8854166666666666,0.75,-0.16649207563275084,
0.9024390243902439,0.7713414634146342,-0.058479129983616075,
0.75,0.6333333333333333,0.046472589178945846,
0.65,0.55,0.17323722962184368,
0.8422619047619048,0.8154761904761905,0.18924306880330563,
0.65625,0.9375,-0.05017263589818686,
0.7704081632653061,0.8673469387755102,-0.13604049152105546,
1.0511363636363635,0.8238636363636364,-0.012580730819458541,
0.809375,0.759375,0.2396914120144417,
0.9128787878787878,0.7424242424242424,0.20066073987241695,
0.6586538461538461,0.9567307692307693,-0.008062969255750766,
0.8944444444444445,0.8527777777777777,0.04437220007354829,0.06689022920308108
0.775,0.675,0.010545083323415147,0.01741748336924673
0.7321428571428571,0.7576530612244898,-0.3634887769336447,-0.04555658277523707
0.9305555555555556,1.0277777777777777,-0.09298521029789637,-0.02889546246036922
0.625,0.84375,,
0.8525,0.85,1.0000000000001021,
0.953125,0.8489583333333334,0.8959925459560313,
0.9553571428571429,0.7410714285714286,-0.4262076165952533,
0.9791666666666666,0.7541666666666667,-0.5466631217585364,
0.7125,0.5875,0.15645595848092644,
0.8323170731707317,0.7621951219512195,0.15762181177337062,
0.6467391304347826,0.9728260869565217,-0.20702895369607913,
0.7831632653061225,0.6607142857142857,-0.15421524655262364,
0.8854166666666666,0.75,-0.16649207563275084,
0.9024390243902439,0.7713414634146342,-0.058479129983616075,
0.75,0.6333333333333333,0.046472589178945846,
0.65,0.55,0.17323722962184368,
0.8422619047619048,0.8154761904761905,0.18924306880330563,
0.65625,0.9375,-0.05017263589818686,
0.7704081632653061,0.8673469387755102,-0.13604049152105546,
1.0511363636363635,0.8238636363636364,-0.012580730819458541,
0.809375,0.759375,0.2396914120144417,
0.9128787878787878,0.7424242424242424,0.20066073987241695,
0.6586538461538461,0.9567307692307693,-0.008062969255750766,
0.8944444444444445,0.8527777777777777,0.04437220007354829,0.06689022920308108
0.775,0.675,0.010545083323415147,0.01741748336924673
0.7321428571428571,0.7576530612244898,-0.3634887769336447,-0.04555658277523707
0.7403846153846154,0.9230769230769231,-0.3956475376830762,-0.044028578829628205
0.7375,0.8125,-0.2649506632564143,-0.029942955904522107
0.625,0.75,-0.11076668081338734,-0.0433040878692378
0.625,0.84375,,
0.8525,0.85,1.0000000000001021,
0.953125,0.8489583333333334,0.8959925459560313,
0.9553571428571429,0.7410714285714286,-0.4262076165952533,
0.9791666666666666,0.7541666666666667,-0.5466631217585364,
0.7125,0.5875,0.15645595848092644,
