timestamps,z_scores_1,z_scores_2,stouffers_z,nvar,svar
2025-08-08 21:26:41.767970,0.7071067811865475,0.9943689110435824,1.203125,1.447509765625,79
2025-08-08 21:26:42.641262,0.1988737822087165,1.2816310409006173,1.046875,1.095947265625,60
2025-08-08 21:26:43.510356,1.414213562373095,1.3479223016368562,1.953125,3.814697265625,206
2025-08-08 21:26:44.367004,1.4584077361972543,0.7071067811865475,1.5312499999999998,2.344726562499999,127
2025-08-08 21:26:45.210600,0.9501747372194231,0.8617863895711048,1.28125,1.6416015625,89
2025-08-08 21:26:46.061975,1.0606601717798212,0.06629126073623882,0.7968749999999999,0.6350097656249998,35
2025-08-08 21:26:46.906053,1.6793786053180502,0.4861359120657514,1.5312499999999998,2.344726562499999,127
2025-08-08 21:26:47.760754,0.41984465132951254,0.37565047750535335,0.5625,0.31640625,18
2025-08-08 21:26:50.321919,0.7733980419227863,0.41984465132951254,0.8437499999999999,0.7119140624999998,39
2025-08-08 21:26:51.169188,1.3700193885489358,0.9722718241315028,1.6562499999999998,2.743164062499999,149
2025-08-08 21:26:52.014368,0.5303300858899106,0.08838834764831843,0.4374999999999999,0.19140624999999992,11
2025-08-08 21:26:52.856398,0.044194173824159216,0.17677669529663687,0.15624999999999997,0.024414062499999993,2
2025-08-08 21:26:53.705514,1.2374368670764582,2.143417430471722,2.3906249999999996,5.715087890624998,309
2025-08-08 21:26:54.576150,0.08838834764831843,0.2872621298570349,0.26562499999999994,0.07055664062499997,5
2025-08-08 21:26:55.444325,0.41984465132951254,0.044194173824159216,0.32812499999999994,0.10766601562499996,7
2025-08-08 21:26:56.310871,1.70147569223013,0.3314563036811941,1.4375,2.06640625,112
2025-08-08 21:26:58.858459,0.2651650429449553,0.6629126073623882,0.6562499999999999,0.43066406249999983,24
2025-08-08 21:26:59.702932,0.41984465132951254,1.3479223016368562,1.25,1.5625,85
2025-08-08 21:27:00.540313,0.2651650429449553,0.35355339059327373,0.4374999999999999,0.19140624999999992,11
2025-08-08 21:27:01.403584,0.37565047750535335,1.524698996933493,1.3437499999999998,1.8056640624999993,98
2025-08-08 21:27:02.264824,1.0606601717798212,1.016465997955662,1.4687499999999998,2.1572265624999996,117
2025-08-08 21:27:03.121818,1.1711456063402192,0.06629126073623882,0.8749999999999999,0.7656249999999998,42
2025-08-08 21:27:03.980775,0.4640388251536718,2.032931995911324,1.7656249999999998,3.117431640624999,169
2025-08-08 21:27:04.845123,0.44194173824159216,0.2430679560328757,0.48437499999999994,0.23461914062499994,14
2025-08-08 21:27:07.463402,1.1269514325160601,0.508232998977831,1.1562499999999998,1.3369140624999996,73
2025-08-08 21:27:08.308365,0.9501747372194231,0.37565047750535335,0.9374999999999998,0.8789062499999996,48
2025-08-08 21:27:09.150811,2.5190679079770755,0.9280776503073436,2.4374999999999996,5.941406249999998,321
2025-08-08 21:27:10.010057,0.8175922157469455,0.2651650429449553,0.7656249999999999,0.5861816406249998,33
2025-08-08 21:27:10.877302,1.016465997955662,1.7677669529663687,1.9687499999999998,3.875976562499999,210
2025-08-08 21:27:11.743873,1.2153397801643784,1.3479223016368562,1.8124999999999998,3.285156249999999,178
2025-08-08 21:27:12.601438,0.0,0.17677669529663687,0.12499999999999999,0.015624999999999997,2
2025-08-08 21:27:13.449886,0.7071067811865475,0.35355339059327373,0.7499999999999999,0.5624999999999999,31
2025-08-08 21:27:16.056438,0.41984465132951254,0.13258252147247765,0.3906249999999999,0.15258789062499992,9
2025-08-08 21:27:16.897529,0.11048543456039804,0.41984465132951254,0.37499999999999994,0.14062499999999994,9
2025-08-08 21:27:17.760342,1.3700193885489358,0.3314563036811941,1.203125,1.447509765625,79
2025-08-08 21:27:18.626125,0.30935921676911454,0.3314563036811941,0.45312499999999994,0.20532226562499994,12
2025-08-08 21:27:19.472095,0.2872621298570349,1.590990257669732,1.328125,1.763916015625,96
2025-08-08 21:27:20.321942,0.11048543456039804,0.5745242597140698,0.48437499999999994,0.23461914062499994,14
2025-08-08 21:27:21.158237,0.2430679560328757,0.5303300858899106,0.5468749999999999,0.2990722656249999,17
2025-08-08 21:27:22.011289,0.35355339059327373,0.13258252147247765,0.34374999999999994,0.11816406249999996,7
2025-08-08 21:27:24.646656,0.022097086912079608,0.5745242597140698,0.42187499999999994,0.17797851562499994,11
2025-08-08 21:27:25.491743,0.9280776503073436,0.2651650429449553,0.8437499999999999,0.7119140624999998,39
2025-08-08 21:27:26.339756,0.4861359120657514,1.2374368670764582,1.2187499999999998,1.4853515624999996,81
2025-08-08 21:27:27.186239,1.1711456063402192,0.9280776503073436,1.484375,2.203369140625,120
2025-08-08 21:27:28.031519,0.044194173824159216,0.44194173824159216,0.34374999999999994,0.11816406249999996,7
2025-08-08 21:27:28.894956,0.30935921676911454,0.044194173824159216,0.24999999999999997,0.062499999999999986,4
2025-08-08 21:27:29.764025,0.8396893026590251,0.8617863895711048,1.203125,1.447509765625,79
2025-08-08 21:27:30.635257,0.11048543456039804,1.1048543456039803,0.8593749999999998,0.7385253906249997,41
2025-08-08 21:27:33.216223,0.5303300858899106,0.35355339059327373,0.6249999999999999,0.3906249999999999,22
2025-08-08 21:27:34.061875,1.8782523875267667,0.9943689110435824,2.0312499999999996,4.125976562499998,223
2025-08-08 21:27:34.909388,0.7513009550107067,0.7071067811865475,1.0312499999999998,1.0634765624999996,58
2025-08-08 21:27:35.760416,0.9722718241315028,1.8561553006146871,1.9999999999999998,3.999999999999999,216
2025-08-08 21:27:36.619026,0.11048543456039804,1.590990257669732,1.203125,1.447509765625,79
2025-08-08 21:27:37.458685,0.15467960838455727,1.1490485194281397,0.9218749999999999,0.8498535156249998,47
2025-08-08 21:27:38.305326,0.7071067811865475,1.9887378220871648,1.9062499999999996,3.6337890624999982,197
2025-08-08 21:27:39.150411,0.9501747372194231,0.7733980419227863,1.2187499999999998,1.4853515624999996,81
2025-08-08 21:27:41.677888,1.1048543456039803,2.6295533425374735,2.640625,6.972900390625,324
2025-08-08 21:27:42.532942,0.8175922157469455,1.2816310409006173,1.484375,2.203369140625,120
2025-08-08 21:27:43.373429,1.2595339539885377,2.1876116042958813,2.4374999999999996,5.941406249999998,321
2025-08-08 21:27:44.210008,0.5303300858899106,1.1711456063402192,1.203125,1.447509765625,79
2025-08-08 21:27:45.061523,0.2872621298570349,1.3921164754610154,1.1874999999999998,1.4101562499999996,77
2025-08-08 21:27:45.903603,0.397747564417433,1.3921164754610154,1.2656249999999998,1.6018066406249993,87
2025-08-08 21:27:46.754497,1.4363106492851745,1.1490485194281397,1.8281249999999996,3.3420410156249982,181
2025-08-08 21:27:47.622434,0.5524271728019902,0.4861359120657514,0.7343749999999999,0.5393066406249999,30
2025-08-08 21:27:50.174389,0.397747564417433,0.6408155204503087,0.7343749999999999,0.5393066406249999,30
2025-08-08 21:27:51.016516,1.4584077361972543,1.1490485194281397,1.8437499999999998,3.399414062499999,184
2025-08-08 21:27:51.863040,0.7733980419227863,1.1269514325160601,1.3437499999999998,1.8056640624999993,98
2025-08-08 21:27:52.718519,1.635184431493891,0.08838834764831843,1.2187499999999998,1.4853515624999996,81
2025-08-08 21:27:53.589173,0.06629126073623882,0.2430679560328757,0.21874999999999997,0.047851562499999986,4
2025-08-08 21:27:54.456338,0.508232998977831,1.6793786053180502,1.5468749999999998,2.392822265624999,130
2025-08-08 21:27:55.307325,0.5745242597140698,0.6408155204503087,0.859375,0.738525390625,41
2025-08-08 21:27:56.149426,0.022097086912079608,1.1932426932522988,0.8593749999999998,0.7385253906249997,41
2025-08-08 21:27:58.666183,0.30935921676911454,0.5524271728019902,0.6093749999999999,0.3713378906249999,21
2025-08-08 21:27:59.513604,0.11048543456039804,0.022097086912079608,0.09374999999999999,0.008789062499999998,1
2025-08-08 21:28:00.386454,0.397747564417433,0.41984465132951254,0.5781249999999999,0.3342285156249999,19
2025-08-08 21:28:01.244887,0.022097086912079608,0.2430679560328757,0.18749999999999997,0.035156249999999986,3
2025-08-08 21:28:02.098889,2.3422912126804385,0.508232998977831,2.015625,4.062744140625,220
