z1,z2,rolling_corr,rolling_corr_ma
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.8782894736842105,0.7269736842105263,-0.15068600733754708,
0.6875,0.5454545454545454,-0.10644958088620582,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.8782894736842105,0.7269736842105263,-0.15068600733754708,
0.6875,0.5454545454545454,-0.10644958088620582,
0.8020833333333334,0.6979166666666666,-0.1484639579992801,
0.65625,0.8958333333333334,-0.20670237928321636,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.8782894736842105,0.7269736842105263,-0.15068600733754708,
0.6875,0.5454545454545454,-0.10644958088620582,
0.8020833333333334,0.6979166666666666,-0.1484639579992801,
0.7142857142857143,0.8630952380952381,-0.12315206367925455,
0.68,0.6875,-0.10463668145136142,
0.375,0.25,0.5874836441788533,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.8782894736842105,0.7269736842105263,-0.15068600733754708,
0.6875,0.5454545454545454,-0.10644958088620582,
0.8020833333333334,0.6979166666666666,-0.1484639579992801,
0.7142857142857143,0.8630952380952381,-0.12315206367925455,
0.68,0.6875,-0.10463668145136142,
0.8375,0.45,-0.35661168778330204,
0.7987804878048781,0.9298780487804879,-0.28817738959013917,
0.6323529411764706,0.6323529411764706,,
0.5738636363636364,0.8579545454545454,-0.9999999999999972,
0.6346153846153846,0.7788461538461539,-0.74702594024793,
0.7169117647058824,0.8933823529411765,0.2310781750031964,
0.8782894736842105,0.7269736842105263,-0.15068600733754708,
0.6875,0.5454545454545454,-0.10644958088620582,
0.8020833333333334,0.6979166666666666,-0.1484639579992801,
0.7142857142857143,0.8630952380952381,-0.12315206367925455,
0.68,0.6875,-0.10463668145136142,
0.8375,0.45,-0.35661168778330204,
0.7987804878048781,0.9298780487804879,-0.28817738959013917,
0.8060344827586207,0.9137931034482759,-0.07716732303692703,
0.9919354838709677,0.8588709677419355,0.12519829984190817,
0.6323529411764706,0.6323529411764706,,
